index,time_s,linear_velocity_mps,angular_velocity_radps
846,23.947,0.0600,-1.5492
847,23.972,0.0600,-1.5492
848,24.000,0.0600,-1.5492
849,24.031,0.0608,-1.1668
850,24.059,0.0600,-1.1484
851,24.090,0.0600,-1.1484
852,24.116,0.0600,-1.1484
853,24.144,0.0600,-1.1484
854,24.178,0.0606,-0.7923
855,24.207,0.0600,-0.7609
856,24.239,0.0600,-0.7609
857,24.270,0.0600,-0.7609
858,24.299,0.0600,-0.7609
859,24.336,0.0600,-0.5037
860,24.364,0.0600,-0.5037
861,24.399,0.0600,-0.5037
862,24.425,0.0600,-0.5037
863,24.456,0.0600,-0.5037
864,24.492,0.0600,-0.3751
865,24.517,0.0600,-0.3751
866,24.549,0.0600,-0.3751
867,24.582,0.0600,-0.3751
868,24.610,0.0600,-0.3751
869,24.647,0.0600,-0.3512
870,24.673,0.0600,-0.3512
871,24.701,0.0600,-0.3512
872,24.734,0.0600,-0.3512
873,24.763,0.0600,-0.3512
874,24.805,0.0600,-0.3689
875,24.832,0.0600,-0.3689
876,24.863,0.0600,-0.3689
877,24.897,0.0600,-0.3689
878,24.926,0.0600,-0.3689
879,24.965,0.0600,-0.3381
880,24.995,0.0600,-0.3381
881,25.027,0.0600,-0.3381
882,25.060,0.0600,-0.3381
883,25.088,0.0600,-0.3381
884,25.124,0.0600,-0.3246
885,25.153,0.0600,-0.2932
886,25.186,0.0600,-0.2932
887,25.220,0.0600,-0.2932
888,25.246,0.0600,-0.2932
889,25.280,0.0600,-0.2878
890,25.308,0.0600,-0.2798
891,25.339,0.0600,-0.2798
892,25.368,0.0600,-0.2798
893,25.396,0.0600,-0.2798
894,25.439,0.0600,-0.0508
895,25.467,0.0600,-0.0507
896,25.497,0.0600,-0.0506
897,25.534,0.0600,-0.0506
898,25.561,0.0600,-0.0505
899,25.598,0.0600,-0.2448
900,25.625,0.0600,-0.2448
901,25.650,0.0600,-0.2448
902,25.678,0.0600,-0.2448
903,25.703,0.0600,-0.2448
904,25.744,0.0598,-0.5028
905,25.773,0.0600,-0.5056
906,25.798,0.0600,-0.5046
907,25.828,0.0600,-0.5037
908,25.856,0.0600,-0.5027
909,25.893,0.0587,-0.9566
910,25.921,0.0600,-1.0111
911,25.947,0.0600,-1.0055
912,25.976,0.0600,-0.9999
913,26.003,0.0600,-0.9943
914,26.036,0.0559,-1.4133
915,26.067,0.0600,-1.8200
916,26.091,0.0600,-1.8200
917,26.122,0.0600,-1.8200
918,26.149,0.0600,-1.8200
919,26.186,0.0600,-1.8200
920,26.215,0.0600,-1.8200
921,26.239,0.0600,-1.8200
922,26.271,0.0600,-1.8200
923,26.297,0.0600,-1.8200
924,26.338,0.0600,-1.8200
925,26.377,0.0600,-1.8200
926,26.405,0.0600,-1.8200
927,26.433,0.0600,-1.8200
928,26.462,0.0600,-1.8200
929,26.485,0.0600,-1.8200
930,26.512,0.0600,-1.8200
931,26.540,0.0614,-1.8200
932,26.566,0.0644,-1.8200
933,26.594,0.0673,-1.8200
934,26.618,0.0702,-1.8200
935,26.645,0.0732,-1.8200
936,26.669,0.0761,-1.8200
937,26.697,0.0790,-1.8200
938,26.723,0.0819,-1.8200
939,26.751,0.0848,-1.8200
940,26.778,0.0877,-1.8200
941,26.802,0.0906,-1.8200
942,26.831,0.0934,-1.8200
943,26.861,0.0963,-1.8200
944,26.886,0.0992,-1.8200
945,26.918,0.1020,-1.8200
946,26.945,0.1049,-1.8200
947,26.974,0.1077,-1.8200
948,27.005,0.1106,-1.8200
949,27.033,0.1134,-1.8200
950,27.063,0.1162,-1.8200
951,27.090,0.1190,-1.8200
952,27.119,0.1218,-1.8200
953,27.151,0.1247,-1.8200
954,27.178,0.1275,-1.8200
955,27.211,0.1303,-1.8200
956,27.239,0.1331,-1.7938
957,27.268,0.1358,-1.7549
958,27.300,0.1385,-1.7169
959,27.327,0.1411,-1.6895
960,27.360,0.1437,-1.6531
961,27.390,0.1462,-1.6175
962,27.420,0.1486,-1.5828
963,27.451,0.1510,-1.5488
964,27.481,0.1533,-1.4134
965,27.513,0.1555,-1.3850
966,27.543,0.1575,-1.3578
967,27.573,0.1595,-1.3313
968,27.605,0.1615,-1.3053
969,27.635,0.1626,-1.6364
970,27.667,0.1656,-1.6100
971,27.698,0.1680,-1.5687
972,27.727,0.1704,-1.5286
973,27.760,0.1727,-1.4897
974,27.787,0.1749,-1.5644
975,27.821,0.1772,-1.5225
976,27.857,0.1794,-1.4807
977,27.888,0.1816,-1.4401
978,27.919,0.1838,-1.4008
979,27.951,0.1859,-1.4273
980,27.978,0.1879,-1.3871
981,28.010,0.1900,-1.3475
982,28.038,0.1920,-1.3091
983,28.073,0.1939,-1.2719
984,28.104,0.1958,-1.2412
985,28.130,0.1976,-1.2060
986,28.161,0.1994,-1.1719
987,28.187,0.2011,-1.1388
988,28.217,0.2028,-1.1067
989,28.246,0.2044,-1.0756
990,28.273,0.2059,-1.0454
991,28.299,0.2074,-1.0160
992,28.324,0.2089,-0.9876
993,28.351,0.2103,-0.9600
994,28.385,0.2117,-0.9333
995,28.406,0.2131,-0.9073
996,28.435,0.2144,-0.8821
997,28.457,0.2156,-0.8577
998,28.484,0.2169,-0.8340
999,28.517,0.2167,-0.9696
1000,28.539,0.2193,-1.8200
1001,28.570,0.2219,-1.8200
1002,28.596,0.2247,-1.8200
1003,28.624,0.2276,-1.8200
1004,28.657,0.2327,-1.3964
1005,28.684,0.2330,-0.5185
1006,28.713,0.2339,-0.5045
1007,28.740,0.2346,-0.4949
1008,28.772,0.2353,-0.4854
1009,28.804,0.2326,-0.9563
1010,28.830,0.2371,-1.8200
1011,28.862,0.2397,-1.8200
1012,28.890,0.2426,-1.8200
1013,28.920,0.2455,-1.8200
1014,28.949,0.2485,-1.8200
1015,28.975,0.2514,-1.8200
1016,29.004,0.2544,-1.8200
1017,29.032,0.2574,-1.8200
1018,29.064,0.2596,-1.8200
1019,29.099,0.2509,-1.8200
1020,29.127,0.2509,-1.8200
1021,29.156,0.2505,-1.8200
1022,29.183,0.2474,-1.8200
1023,29.214,0.2443,-1.8200
1024,29.250,0.2446,-1.4528
1025,29.278,0.2566,-0.3261
1026,29.306,0.2372,0.4112
1027,29.332,0.2376,0.4082
1028,29.360,0.2381,0.4040
1029,29.395,0.2386,0.6141
1030,29.420,0.2394,0.6077
1031,29.450,0.2403,0.6000
1032,29.480,0.2411,0.5924
1033,29.507,0.2420,0.5849
1034,29.547,0.2429,0.6174
1035,29.574,0.2438,0.6111
1036,29.604,0.2447,0.6047
1037,29.634,0.2456,0.5984
1038,29.662,0.2465,0.5921
1039,29.693,0.2473,0.7038
1040,29.719,0.2484,0.7010
1041,29.750,0.2495,0.6980
1042,29.781,0.2506,0.6950
1043,29.807,0.2516,0.6920
1044,29.846,0.2527,0.8013
1045,29.874,0.2540,0.8013
1046,29.907,0.2553,0.8013
1047,29.941,0.2566,0.8013
1048,29.968,0.2579,0.8013
1049,30.000,0.2592,0.9036
1050,30.033,0.2594,1.1425
1051,30.062,0.2575,1.1425
1052,30.091,0.2556,1.1425
1053,30.116,0.2537,1.1425
1054,30.150,0.2517,1.1540
1055,30.179,0.2489,1.1864
1056,30.208,0.2477,1.1808
1057,30.240,0.2456,1.1808
1058,30.267,0.2435,1.1808
1059,30.309,0.2414,0.4217
1060,30.340,0.2401,0.4217
1061,30.370,0.2392,0.4217
1062,30.398,0.2384,0.4217
1063,30.424,0.2375,0.4217
1064,30.473,0.2366,0.4474
1065,30.505,0.2357,0.4474
1066,30.534,0.2348,0.4474
1067,30.561,0.2338,0.4474
1068,30.588,0.2329,0.4474
1069,30.623,0.2319,0.4978
1070,30.649,0.2309,0.4978
1071,30.676,0.2298,0.4978
1072,30.706,0.2287,0.4978
1073,30.730,0.2276,0.4978
1074,30.771,0.2266,0.4970
1075,30.800,0.2255,0.4970
1076,30.825,0.2243,0.4970
1077,30.869,0.2232,0.4970
1078,30.903,0.2221,0.4970
1079,30.939,0.2210,0.4924
1080,30.965,0.2198,0.4924
1081,30.992,0.2187,0.4924
1082,31.024,0.2175,0.4924
1083,31.053,0.2164,0.4924
1084,31.085,0.2152,0.5006
1085,31.115,0.2140,0.5006
1086,31.139,0.2128,0.5006
1087,31.168,0.2116,0.5006
1088,31.197,0.2103,0.5006
1089,31.231,0.2042,0.5474
1090,31.261,0.2078,0.5136
1091,31.286,0.2065,0.5136
1092,31.314,0.2052,0.5136
1093,31.341,0.2040,0.5136
1094,31.372,0.2027,0.5194
1095,31.402,0.2013,0.5194
1096,31.428,0.2000,0.5194
1097,31.461,0.1987,0.5194
1098,31.490,0.1973,0.5194
1099,31.523,0.1960,0.5303
1100,31.558,0.1946,0.5303
1101,31.588,0.1932,0.5303
1102,31.620,0.1918,0.5303
1103,31.649,0.1904,0.5303
1104,31.683,0.1890,0.5306
1105,31.714,0.1876,0.5306
1106,31.741,0.1841,0.5450
1107,31.773,0.1847,0.5306
1108,31.804,0.1833,0.5306
1109,31.835,0.1818,0.5284
1110,31.870,0.1804,0.5284
1111,31.897,0.1789,0.5284
1112,31.926,0.1774,0.5284
1113,31.958,0.1760,0.5284
1114,31.986,0.1743,0.4714
1115,32.015,0.1731,0.4700
1116,32.040,0.1717,0.4700
1117,32.072,0.1704,0.4700
1118,32.103,0.1690,0.4700
1119,32.135,0.1676,-1.7767
1120,32.175,0.1686,-1.7577
1121,32.210,0.1709,-1.7134
1122,32.253,0.1731,-1.6704
1123,32.296,0.1753,-1.6289
1124,32.337,0.1774,-1.5900
1125,32.375,0.1794,-1.5511
1126,32.415,0.1814,-1.5133
1127,32.445,0.1833,-1.4768
1128,32.483,0.1852,-1.4414
1129,32.517,0.1869,-1.4124
1130,32.557,0.1887,-1.3789
1131,32.590,0.1904,-1.3463
1132,32.618,0.1920,-1.3148
1133,32.647,0.1936,-1.2841
1134,32.673,0.1951,-1.1966
1135,32.703,0.1965,-1.1661
1136,32.730,0.1963,-1.1550
1137,32.763,0.1992,-1.1218
1138,32.792,0.2005,-1.1006
1139,32.823,0.2017,-1.1270
1140,32.854,0.2030,-1.1027
1141,32.888,0.2042,-1.0786
1142,32.914,0.2054,-1.0553
1143,32.947,0.2066,-1.0327
1144,32.977,0.2014,-0.9343
1145,33.007,0.2086,-0.9621
1146,33.039,0.2096,-0.9437
1147,33.067,0.2106,-0.9258
1148,33.104,0.2116,-0.9084
1149,33.138,0.1505,-1.8200
1150,33.171,0.1532,-1.8200
1151,33.205,0.1560,-1.7763
1152,33.235,0.1588,-1.7309
1153,33.270,0.1614,-1.6867
1154,33.308,0.1288,-1.5016
1155,33.332,0.1663,-1.7012
1156,33.362,0.1689,-1.6536
1157,33.388,0.1715,-1.6075
1158,33.415,0.1739,-1.5629
1159,33.442,0.1763,0.3902
1160,33.473,0.1768,0.3902
1161,33.499,0.1759,0.3902
1162,33.524,0.1751,0.3902
1163,33.550,0.1742,0.3902
1164,33.585,0.1734,0.4694
1165,33.611,0.1724,0.4694
1166,33.644,0.1714,0.4694
1167,33.675,0.1705,0.4694
1168,33.707,0.1695,0.4694
1169,33.742,0.1685,0.4864
1170,33.766,0.1675,0.4864
1171,33.798,0.1665,0.4864
1172,33.824,0.1655,0.4864
1173,33.853,0.1645,0.4864
1174,33.896,0.1635,0.3436
1175,33.930,0.1626,0.3436
1176,33.962,0.1618,0.3436
1177,33.987,0.1611,0.3436
1178,34.013,0.1603,0.3436
1179,34.043,0.1595,-1.8200
